respondent_id,hub_id,hub_name,age_group,household_type,ethnicity,user_archetype,visit_frequency_monthly,activity_types_count,recruited_by_volunteer,resident_in_catchment,awareness_of_programmes,perceived_accessibility,perceived_safety,q1_belong_here,q2_people_care,q3_place_attachment,q4_return_intent,q5_meet_diff_groups,q6_cross_group_activities,q7_diverse_interactions,q8_mutual_aid_across_groups,q9_understand_governance,q10_can_raise_concerns,q11_trust_hub_institutions,q12_voice_matters,bonding_score,bridging_score,linking_score,overall_sc_score,hub_type,open_year,years_since_opening,amenity_diversity,integrated_programming_ratio,partner_count,governance_openness,volunteer_density,free_community_space_ratio,outreach_intensity,avg_monthly_footfall_k,avg_dwell_minutes,transit_access,service_gap,heart_score,head_score,hands_score,cci_total
R330,H4,Bukit Canberra,35-44,Couple,Indian,Routine user,7,2,Yes,Yes,2.77,3.35,2.53,5,3,3,4,4,3,3,3,4,5,4,4,3.75,3.25,4.25,3.75,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R331,H4,Bukit Canberra,55-64,Single,Chinese,Senior user,10,3,No,Yes,3.3,2.47,1.78,4,5,5,4,3,3,3,3,3,3,3,3,4.5,3,3,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R332,H4,Bukit Canberra,55-64,Family with children,Malay,Service user,8,4,No,No,4.38,2.34,1.13,5,5,4,3,3,4,4,4,2,3,3,3,4.25,3.75,2.75,3.58,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R333,H4,Bukit Canberra,35-44,Senior household,Chinese,Routine user,8,3,Yes,Yes,3.82,3.46,2.21,3,3,3,4,3,4,4,4,4,3,4,3,3.25,3.75,3.5,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R334,H4,Bukit Canberra,55-64,Single,Indian,Routine user,8,4,No,Yes,2.43,2.56,1.54,5,4,4,5,3,2,3,3,3,3,4,3,4.5,2.75,3.25,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R335,H4,Bukit Canberra,25-34,Family with children,Chinese,Service user,6,2,No,Yes,3.51,3.68,1.94,4,3,2,3,3,3,3,4,3,3,3,3,3,3.25,3,3.08,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R336,H4,Bukit Canberra,55-64,Couple,Chinese,Routine user,8,1,No,Yes,3.14,3.7,2.83,3,4,5,4,3,4,2,3,2,3,3,3,4,3,2.75,3.25,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R337,H4,Bukit Canberra,25-34,Couple,Chinese,Family user,5,3,Yes,Yes,3.93,3.19,1.43,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2.75,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R338,H4,Bukit Canberra,45-54,Couple,Chinese,Family user,5,4,Yes,Yes,3.41,3.35,1.5,3,2,4,3,4,4,3,4,3,3,4,3,3,3.75,3.25,3.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R339,H4,Bukit Canberra,35-44,Family with children,Other,Event user,6,3,No,No,2.39,3.77,2.21,3,2,4,3,3,3,3,3,2,2,3,3,3,3,2.5,2.83,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R340,H4,Bukit Canberra,45-54,Senior household,Chinese,Routine user,11,4,No,Yes,3.2,3.52,1.11,4,4,4,4,3,3,2,2,4,3,4,4,4,2.5,3.75,3.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R341,H4,Bukit Canberra,65+,Family with children,Chinese,Event user,2,3,No,Yes,1.98,3.76,1,3,2,2,2,4,3,3,3,3,2,2,2,2.25,3.25,2.25,2.58,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R342,H4,Bukit Canberra,25-34,Couple,Indian,Service user,4,3,No,Yes,4.03,3.88,2.89,3,2,3,3,4,4,3,4,2,1,2,2,2.75,3.75,1.75,2.75,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R343,H4,Bukit Canberra,55-64,Single,Chinese,Family user,9,1,No,No,2.87,3.53,2.67,3,3,3,3,3,3,4,3,2,3,2,3,3,3.25,2.5,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R344,H4,Bukit Canberra,45-54,Multi-generational,Chinese,Family user,8,4,No,No,3.24,3.57,1.69,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R345,H4,Bukit Canberra,25-34,Couple,Chinese,Service user,7,3,No,Yes,3.07,3.31,1.34,4,4,4,3,3,3,3,3,2,2,2,3,3.75,3,2.25,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R346,H4,Bukit Canberra,45-54,Multi-generational,Chinese,Service user,8,2,No,Yes,3.26,4.57,2.3,4,4,3,3,3,3,3,3,3,3,2,3,3.5,3,2.75,3.08,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R347,H4,Bukit Canberra,45-54,Single,Malay,Routine user,9,1,No,No,3.73,1.55,1.95,3,3,2,3,2,2,3,2,2,3,2,2,2.75,2.25,2.25,2.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R348,H4,Bukit Canberra,65+,Family with children,Chinese,Routine user,7,2,Yes,Yes,2.47,3.02,2.19,4,4,3,4,3,2,2,2,4,3,3,3,3.75,2.25,3.25,3.08,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R349,H4,Bukit Canberra,35-44,Single,Other,Event user,9,1,No,Yes,3.54,4.94,1.25,3,4,3,4,4,4,4,4,3,3,3,3,3.5,4,3,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R350,H4,Bukit Canberra,35-44,Family with children,Chinese,Service user,9,4,No,Yes,1.7,3.76,2.73,4,4,5,4,3,3,2,3,3,3,2,3,4.25,2.75,2.75,3.25,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R351,H4,Bukit Canberra,35-44,Multi-generational,Other,Senior user,3,1,Yes,Yes,4.65,3.09,1,3,4,3,3,3,2,3,3,2,3,3,3,3.25,2.75,2.75,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R352,H4,Bukit Canberra,18-24,Single,Chinese,Senior user,6,5,No,No,3.56,2.56,2.77,3,4,4,4,4,5,4,4,2,2,2,2,3.75,4.25,2,3.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R353,H4,Bukit Canberra,18-24,Single,Malay,Service user,11,5,No,Yes,2.92,3.52,1,4,4,4,4,5,5,5,4,2,3,3,3,4,4.75,2.75,3.83,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R354,H4,Bukit Canberra,45-54,Senior household,Malay,Family user,8,1,No,Yes,2.69,4.59,1.46,3,2,3,3,3,3,3,3,2,1,2,1,2.75,3,1.5,2.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R355,H4,Bukit Canberra,45-54,Family with children,Chinese,Service user,5,3,No,No,3.55,2.58,1.17,3,4,3,3,3,2,2,3,3,3,3,3,3.25,2.5,3,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R356,H4,Bukit Canberra,65+,Single,Chinese,Service user,4,2,No,Yes,3.6,4.79,1,3,3,2,2,2,3,3,2,3,3,3,3,2.5,2.5,3,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R357,H4,Bukit Canberra,45-54,Family with children,Indian,Senior user,4,3,No,Yes,4.03,3.46,2.57,3,4,4,3,3,2,3,3,3,2,3,3,3.5,2.75,2.75,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R358,H4,Bukit Canberra,35-44,Couple,Chinese,Family user,3,2,Yes,No,3.74,3.59,2.37,3,2,3,3,2,2,2,4,2,3,2,2,2.75,2.5,2.25,2.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R359,H4,Bukit Canberra,25-34,Couple,Chinese,Event user,4,3,No,Yes,3.21,3.59,1.16,3,2,3,4,4,4,4,3,3,2,2,2,3,3.75,2.25,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R360,H4,Bukit Canberra,25-34,Family with children,Chinese,Service user,1,2,No,Yes,2.66,4.36,1.86,3,3,3,4,2,3,2,3,1,2,1,1,3.25,2.5,1.25,2.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R361,H4,Bukit Canberra,35-44,Senior household,Chinese,Family user,6,2,No,Yes,2.9,2.79,2.62,3,4,3,3,4,3,3,4,2,2,2,1,3.25,3.5,1.75,2.83,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R362,H4,Bukit Canberra,65+,Couple,Indian,Service user,3,5,Yes,Yes,2.8,2.47,1,3,2,3,3,3,4,4,4,3,1,2,2,2.75,3.75,2,2.83,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R363,H4,Bukit Canberra,18-24,Single,Malay,Event user,6,1,No,Yes,3.51,2.55,1.4,2,3,4,2,2,2,2,2,4,3,4,3,2.75,2,3.5,2.75,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R364,H4,Bukit Canberra,55-64,Couple,Malay,Routine user,6,5,No,Yes,3.19,4.24,2.8,4,3,4,3,3,4,4,4,3,3,3,2,3.5,3.75,2.75,3.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R365,H4,Bukit Canberra,45-54,Family with children,Chinese,Family user,5,2,No,No,3.57,3.03,2.58,4,3,3,3,2,3,2,2,2,3,3,2,3.25,2.25,2.5,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R366,H4,Bukit Canberra,25-34,Family with children,Chinese,Routine user,11,3,No,Yes,2.65,2.81,1,3,4,3,4,4,4,3,4,2,3,4,3,3.5,3.75,3,3.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R367,H4,Bukit Canberra,55-64,Couple,Chinese,Family user,6,4,No,Yes,4.43,3.57,2.27,3,3,3,3,3,2,2,3,2,2,3,3,3,2.5,2.5,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R368,H4,Bukit Canberra,65+,Single,Chinese,Senior user,9,2,No,Yes,2.74,2.92,2.38,4,3,3,3,3,3,3,3,3,4,4,2,3.25,3,3.25,3.17,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R369,H4,Bukit Canberra,65+,Couple,Chinese,Event user,4,1,No,Yes,3.61,4.22,1,2,2,3,2,3,3,2,3,3,3,1,3,2.25,2.75,2.5,2.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R370,H4,Bukit Canberra,45-54,Family with children,Malay,Service user,7,3,No,Yes,2.35,2.31,1.31,4,4,3,4,4,4,4,4,4,3,2,3,3.75,4,3,3.58,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R371,H4,Bukit Canberra,65+,Multi-generational,Indian,Service user,8,4,No,Yes,2.57,2.94,2.53,4,4,4,5,2,1,1,1,3,2,2,3,4.25,1.25,2.5,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R372,H4,Bukit Canberra,18-24,Family with children,Malay,Routine user,8,2,Yes,Yes,2.69,3.87,1.57,3,3,3,4,4,4,3,3,4,3,4,3,3.25,3.5,3.5,3.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R373,H4,Bukit Canberra,25-34,Family with children,Chinese,Event user,5,3,No,Yes,4.39,3.65,2.32,4,4,3,3,3,3,3,4,2,2,1,1,3.5,3.25,1.5,2.75,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R374,H4,Bukit Canberra,45-54,Multi-generational,Indian,Family user,8,4,No,Yes,2.6,2.74,1.99,3,3,5,4,3,3,4,3,2,1,1,2,3.75,3.25,1.5,2.83,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R375,H4,Bukit Canberra,25-34,Family with children,Other,Event user,9,2,No,Yes,4.74,1.75,2.01,4,4,3,3,2,2,3,3,3,3,3,2,3.5,2.5,2.75,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R376,H4,Bukit Canberra,35-44,Multi-generational,Chinese,Service user,8,3,No,No,3.58,3.34,2.28,3,3,4,3,3,4,4,3,4,3,2,3,3.25,3.5,3,3.25,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R377,H4,Bukit Canberra,65+,Single,Indian,Routine user,11,1,No,No,2.3,3.62,2.06,4,4,5,4,4,3,3,3,3,3,3,3,4.25,3.25,3,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R378,H4,Bukit Canberra,18-24,Family with children,Chinese,Senior user,11,3,Yes,No,3.96,4.1,1.92,5,5,4,5,3,4,3,3,2,3,3,2,4.75,3.25,2.5,3.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R379,H4,Bukit Canberra,25-34,Couple,Indian,Event user,6,3,No,Yes,3.19,3.98,1.85,4,5,5,4,3,2,3,2,3,2,3,2,4.5,2.5,2.5,3.17,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R380,H4,Bukit Canberra,55-64,Senior household,Chinese,Service user,6,1,No,No,2.91,2.71,1.01,4,3,4,4,3,3,2,4,4,4,4,4,3.75,3,4,3.58,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R381,H4,Bukit Canberra,55-64,Couple,Chinese,Routine user,6,2,No,Yes,2.87,3.07,2.97,3,3,4,4,3,3,3,4,3,2,3,2,3.5,3.25,2.5,3.08,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R382,H4,Bukit Canberra,25-34,Multi-generational,Chinese,Family user,6,1,Yes,No,2.42,4.48,1,3,4,3,4,3,3,3,2,3,4,3,3,3.5,2.75,3.25,3.17,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R383,H4,Bukit Canberra,45-54,Family with children,Chinese,Family user,7,1,No,Yes,2.4,3.23,2.3,4,4,2,3,3,3,3,2,4,3,3,2,3.25,2.75,3,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R384,H4,Bukit Canberra,18-24,Couple,Chinese,Event user,10,3,Yes,No,3.98,4.1,1,5,5,4,5,3,4,3,3,4,3,3,3,4.75,3.25,3.25,3.75,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R385,H4,Bukit Canberra,35-44,Family with children,Chinese,Service user,2,1,No,Yes,3.5,3.35,1.77,3,3,3,4,2,2,2,2,2,2,3,2,3.25,2,2.25,2.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R386,H4,Bukit Canberra,35-44,Multi-generational,Malay,Routine user,7,2,No,Yes,3.31,2.5,2.05,5,5,5,4,3,3,3,3,4,3,3,3,4.75,3,3.25,3.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R387,H4,Bukit Canberra,18-24,Couple,Chinese,Service user,4,2,No,Yes,4.53,3.22,1.38,3,3,3,4,2,2,2,2,2,3,2,2,3.25,2,2.25,2.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R388,H4,Bukit Canberra,25-34,Single,Other,Senior user,4,2,No,Yes,2.67,2.54,1.73,3,2,3,3,3,4,3,4,3,3,2,2,2.75,3.5,2.5,2.92,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R389,H4,Bukit Canberra,55-64,Multi-generational,Indian,Service user,3,4,No,Yes,5,3.82,1.78,3,3,3,4,3,3,2,3,3,3,3,3,3.25,2.75,3,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R390,H4,Bukit Canberra,65+,Couple,Other,Service user,6,3,No,Yes,4.41,2.83,3.21,3,3,3,4,3,2,4,2,2,2,2,2,3.25,2.75,2,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R391,H4,Bukit Canberra,35-44,Couple,Chinese,Family user,7,2,Yes,Yes,3.59,3.3,1.62,4,4,4,4,3,3,3,4,3,3,3,3,4,3.25,3,3.42,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R392,H4,Bukit Canberra,18-24,Multi-generational,Chinese,Family user,6,3,No,Yes,3.11,4.04,1.96,3,3,2,3,3,3,3,3,1,2,2,2,2.75,3,1.75,2.5,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R393,H4,Bukit Canberra,55-64,Family with children,Chinese,Senior user,5,2,Yes,Yes,4.12,2.28,1.43,4,3,4,3,2,2,2,2,2,2,4,2,3.5,2,2.5,2.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R394,H4,Bukit Canberra,45-54,Single,Malay,Routine user,9,5,No,Yes,2.33,2.6,1.84,4,4,3,4,3,4,3,3,3,3,3,3,3.75,3.25,3,3.33,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R395,H4,Bukit Canberra,65+,Senior household,Chinese,Senior user,4,4,Yes,Yes,3.55,5,1.27,4,5,4,4,4,3,4,4,3,2,3,4,4.25,3.75,3,3.67,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R396,H4,Bukit Canberra,35-44,Couple,Chinese,Service user,7,2,No,Yes,3.76,4.98,2.36,4,4,4,4,3,4,3,4,3,4,3,3,4,3.5,3.25,3.58,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R397,H4,Bukit Canberra,45-54,Couple,Other,Family user,6,3,No,Yes,4.21,3.45,1.96,4,3,3,3,3,3,3,4,3,2,2,3,3.25,3.25,2.5,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R398,H4,Bukit Canberra,55-64,Couple,Indian,Service user,5,3,Yes,No,5,4.36,1.84,3,4,3,4,2,2,2,2,4,4,4,4,3.5,2,4,3.17,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R399,H4,Bukit Canberra,65+,Senior household,Chinese,Service user,8,1,Yes,Yes,3.99,3.25,2.73,3,3,3,4,3,2,1,3,3,4,4,3,3.25,2.25,3.5,3,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R400,H4,Bukit Canberra,18-24,Family with children,Indian,Routine user,7,4,Yes,Yes,4.36,3.49,1.21,3,5,4,4,3,3,3,4,3,2,2,3,4,3.25,2.5,3.25,Town,2020,6,76,0.32,10,64,62,0.33,67,205,39,76,47,1,1,1,1
R401,H5,Wisma Geylang Serai,55-64,Couple,Chinese,Event user,8,4,No,Yes,3.62,2.64,1.87,3,4,4,4,3,3,3,3,5,5,5,5,3.75,3,5,3.92,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R402,H5,Wisma Geylang Serai,35-44,Family with children,Indian,Event user,7,2,No,Yes,4.18,4.26,1.84,4,5,5,5,5,4,4,4,4,3,4,3,4.75,4.25,3.5,4.17,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R403,H5,Wisma Geylang Serai,55-64,Single,Malay,Event user,5,3,No,Yes,3.3,4.19,2.28,5,5,5,5,4,4,4,4,3,3,3,3,5,4,3,4,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R404,H5,Wisma Geylang Serai,35-44,Family with children,Chinese,Routine user,7,2,No,Yes,4.03,3.99,3.05,5,5,4,4,3,2,2,3,4,4,4,3,4.5,2.5,3.75,3.58,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R405,H5,Wisma Geylang Serai,35-44,Couple,Chinese,Event user,5,2,No,No,3.18,4.6,4.12,5,4,5,4,2,2,3,2,4,4,4,4,4.5,2.25,4,3.58,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R406,H5,Wisma Geylang Serai,18-24,Family with children,Chinese,Routine user,11,4,Yes,Yes,3.26,2.83,3.51,5,5,5,5,3,3,4,3,3,4,4,4,5,3.25,3.75,4,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R407,H5,Wisma Geylang Serai,65+,Multi-generational,Chinese,Family user,6,1,Yes,Yes,3.56,5,3.99,3,4,4,3,4,3,4,4,3,4,3,3,3.5,3.75,3.25,3.5,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R408,H5,Wisma Geylang Serai,35-44,Senior household,Malay,Routine user,8,1,No,Yes,3.94,3.38,3.06,4,4,4,4,3,3,3,4,3,3,3,3,4,3.25,3,3.42,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R409,H5,Wisma Geylang Serai,55-64,Single,Chinese,Event user,7,3,No,No,3.15,3.78,3.18,3,3,4,4,4,3,4,4,3,3,3,3,3.5,3.75,3,3.42,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R410,H5,Wisma Geylang Serai,35-44,Family with children,Chinese,Routine user,8,4,No,No,2.95,3.17,3.4,5,4,5,4,4,5,4,5,3,2,2,4,4.5,4.5,2.75,3.92,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R411,H5,Wisma Geylang Serai,35-44,Couple,Chinese,Routine user,5,4,No,Yes,2.92,4.66,3.15,3,3,3,4,3,4,4,4,3,3,2,2,3.25,3.75,2.5,3.17,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R412,H5,Wisma Geylang Serai,35-44,Multi-generational,Indian,Routine user,8,4,No,No,3.76,4.44,4.78,5,5,5,5,4,4,4,3,3,2,3,3,5,3.75,2.75,3.83,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R413,H5,Wisma Geylang Serai,65+,Family with children,Chinese,Senior user,6,1,No,Yes,4.26,4.71,3.35,4,4,5,3,4,4,3,4,3,4,4,5,4,3.75,4,3.92,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R414,H5,Wisma Geylang Serai,35-44,Family with children,Malay,Event user,17,4,No,Yes,2.46,3.73,4.08,4,5,5,4,5,5,5,5,5,4,3,4,4.5,5,4,4.5,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R415,H5,Wisma Geylang Serai,65+,Family with children,Malay,Service user,5,3,No,Yes,3.41,4.62,1.96,4,4,4,5,5,5,5,5,3,3,3,3,4.25,5,3,4.08,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
R416,H5,Wisma Geylang Serai,45-54,Family with children,Chinese,Routine user,8,4,Yes,Yes,3.09,3.24,3.66,5,4,4,5,5,4,5,4,3,4,3,4,4.5,4.5,3.5,4.17,Town,2019,7,80,0.38,12,70,69,0.36,74,230,45,84,44,35,40,45,40
